Tradedate,Date,Comid,Low,High,Average,Waverage,Close,Tradeno,Volume,Turnover,Issue,Company
23/11/2006,23/11/2006,18455,70,72,71.81,,71.6,45,7353,528585,,ADVANCED CHEMICAL INDUSTRIES LIMITED
26/11/2006,26/11/2006,18455,71,72.8,71.62,,71.2,65,10900,779600,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/11/2006,27/11/2006,18455,70,71.5,71.1,,71.2,42,5810,413265,,ADVANCED CHEMICAL INDUSTRIES LIMITED
28/11/2006,28/11/2006,18455,70,71,70.22,,70,58,12900,906335,,ADVANCED CHEMICAL INDUSTRIES LIMITED
29/11/2006,29/11/2006,18455,70,71,70.23,,70.1,23,2700,189450,,ADVANCED CHEMICAL INDUSTRIES LIMITED
30/11/2006,30/11/2006,18455,70,70.2,70.07,,70,21,2500,175175,,ADVANCED CHEMICAL INDUSTRIES LIMITED
03/12/2006,03/12/2006,18455,69.9,73,70.49,,70,7,2652,185726,,ADVANCED CHEMICAL INDUSTRIES LIMITED
04/12/2006,04/12/2006,18455,70,70.9,70.11,,70,103,19150,1342105,,ADVANCED CHEMICAL INDUSTRIES LIMITED
05/12/2006,05/12/2006,18455,66,70.9,70.61,,70.6,47,8370,591880,,ADVANCED CHEMICAL INDUSTRIES LIMITED
06/12/2006,06/12/2006,18455,69,70.5,70.2,,70.1,48,8510,597545,,ADVANCED CHEMICAL INDUSTRIES LIMITED
07/12/2006,07/12/2006,18455,70.3,70.5,70.46,,70.4,37,5600,394550,,ADVANCED CHEMICAL INDUSTRIES LIMITED
10/12/2006,10/12/2006,18455,66,70.2,69.99,,70.1,27,6660,467100,,ADVANCED CHEMICAL INDUSTRIES LIMITED
11/12/2006,11/12/2006,18455,69,70.1,69.63,,69.3,128,26070,1814735,,ADVANCED CHEMICAL INDUSTRIES LIMITED
12/12/2006,12/12/2006,18455,69,70.1,69.22,,69.3,36,5350,370590,,ADVANCED CHEMICAL INDUSTRIES LIMITED
13/12/2006,13/12/2006,18455,68.7,69.4,68.93,,68.9,32,5900,406655,,ADVANCED CHEMICAL INDUSTRIES LIMITED
14/12/2006,14/12/2006,18455,69,70,69.67,,69.6,31,4590,320145,,ADVANCED CHEMICAL INDUSTRIES LIMITED
17/12/2006,17/12/2006,18455,69.3,69.6,69.49,,69.4,18,2450,170195,,ADVANCED CHEMICAL INDUSTRIES LIMITED
18/12/2006,18/12/2006,18455,69.4,70,69.53,,69.4,15,2320,161235,,ADVANCED CHEMICAL INDUSTRIES LIMITED
19/12/2006,19/12/2006,18455,69.5,70.2,69.98,,70,38,6550,458610,,ADVANCED CHEMICAL INDUSTRIES LIMITED
20/12/2006,20/12/2006,18455,68,70,69.81,,69.7,37,4720,329540,,ADVANCED CHEMICAL INDUSTRIES LIMITED
24/12/2006,24/12/2006,18455,70,71.3,70.96,,71.2,53,5520,391840,,ADVANCED CHEMICAL INDUSTRIES LIMITED
26/12/2006,26/12/2006,18455,69.5,72,71.66,,71.4,69,8660,621185,,ADVANCED CHEMICAL INDUSTRIES LIMITED
27/12/2006,27/12/2006,18455,70.4,71.5,70.84,,70.7,31,5000,353675,,ADVANCED CHEMICAL INDUSTRIES LIMITED
28/12/2006,28/12/2006,18455,70.2,70.9,70.35,,70.2,22,3100,217865,,ADVANCED CHEMICAL INDUSTRIES LIMITED
01/01/2006,01/01/2006,13201,315,323.75,320.34,,321,24,615,197368.75,,AFTAB AUTOMOBILES LIMITED.
02/01/2006,02/01/2006,13201,315.75,323,320.31,,321.25,27,740,237522.5,,AFTAB AUTOMOBILES LIMITED.
03/01/2006,03/01/2006,13201,315,321.75,318.66,,320,65,1385,442906.25,,AFTAB AUTOMOBILES LIMITED.
04/01/2006,04/01/2006,13201,316,321.75,319.17,,320.5,41,925,295582.5,,AFTAB AUTOMOBILES LIMITED.
05/01/2006,05/01/2006,13201,320,327,324.02,,323.25,53,1404,454425,,AFTAB AUTOMOBILES LIMITED.
08/01/2006,08/01/2006,13201,319,325,321.41,,320.25,29,505,162110,,AFTAB AUTOMOBILES LIMITED.
09/01/2006,09/01/2006,13201,320,321,320.15,,320,13,177,56642,,AFTAB AUTOMOBILES LIMITED.
15/01/2006,15/01/2006,13201,319,322,320.5,,320.5,16,250,80145,,AFTAB AUTOMOBILES LIMITED.
16/01/2006,16/01/2006,13201,317.5,322,319.14,,319.75,25,335,107051.25,,AFTAB AUTOMOBILES LIMITED.
17/01/2006,17/01/2006,13201,315,320,317.49,,319.25,48,1200,382106.25,,AFTAB AUTOMOBILES LIMITED.
18/01/2006,18/01/2006,13201,315,319.5,316.64,,318.25,16,415,132075,,AFTAB AUTOMOBILES LIMITED.
19/01/2006,19/01/2006,13201,315,319.75,317.14,,319,40,990,314898.75,,AFTAB AUTOMOBILES LIMITED.
23/01/2006,23/01/2006,13201,314,319,316.35,,318.25,44,1290,409100,,AFTAB AUTOMOBILES LIMITED.
24/01/2006,24/01/2006,13201,315,318,316.82,,317,18,540,171237.5,,AFTAB AUTOMOBILES LIMITED.
25/01/2006,25/01/2006,13201,309,316.75,313.03,,314.5,44,985,309027.5,,AFTAB AUTOMOBILES LIMITED.
26/01/2006,26/01/2006,13201,312,316,314.25,,314.25,16,270,84910,,AFTAB AUTOMOBILES LIMITED.
29/01/2006,29/01/2006,13201,312,314.75,314.13,,314.25,6,225,70725,,AFTAB AUTOMOBILES LIMITED.
30/01/2006,30/01/2006,13201,308,313.75,312.44,,313.25,25,500,156467.5,,AFTAB AUTOMOBILES LIMITED.
31/01/2006,31/01/2006,13201,306,312,309.15,,310.5,87,1410,436758.75,,AFTAB AUTOMOBILES LIMITED.
01/02/2006,01/02/2006,13201,308,313.5,312.02,,311.75,25,415,129435,,AFTAB AUTOMOBILES LIMITED.
02/02/2006,02/02/2006,13201,308.5,311.25,309.67,,309,37,625,193453.75,,AFTAB AUTOMOBILES LIMITED.
05/02/2006,05/02/2006,13201,302,310,304.43,,303.75,46,910,277361.25,,AFTAB AUTOMOBILES LIMITED.
06/02/2006,06/02/2006,13201,297.5,310,300.22,,298.75,112,2979,893262.5,,AFTAB AUTOMOBILES LIMITED.
07/02/2006,07/02/2006,13201,290.25,295.25,292.38,,290.75,58,1135,331247.5,,AFTAB AUTOMOBILES LIMITED.
08/02/2006,08/02/2006,13201,272,290.25,279.73,,273.75,64,1710,479792.5,,AFTAB AUTOMOBILES LIMITED.
09/02/2006,09/02/2006,13201,274,290,275.26,,274.5,59,1206,331602.5,,AFTAB AUTOMOBILES LIMITED.
12/02/2006,12/02/2006,13201,267,271,268.41,,267.75,65,1595,427957.5,,AFTAB AUTOMOBILES LIMITED.
13/02/2006,13/02/2006,13201,260.25,269.5,265.45,,265.75,61,1345,357333.75,,AFTAB AUTOMOBILES LIMITED.
14/02/2006,14/02/2006,13201,267,275.75,271.36,,273.25,31,620,168813.75,,AFTAB AUTOMOBILES LIMITED.
16/02/2006,16/02/2006,13201,276,280,277.63,,277,41,1045,289742.5,,AFTAB AUTOMOBILES LIMITED.
19/02/2006,19/02/2006,13201,270,279,275.77,,274,45,640,176543.75,,AFTAB AUTOMOBILES LIMITED.
20/02/2006,20/02/2006,13201,270,277,275.7,,276,23,362,99977.5,,AFTAB AUTOMOBILES LIMITED.
22/02/2006,22/02/2006,13201,270.75,279,273.47,,271.75,38,1020,278107.5,,AFTAB AUTOMOBILES LIMITED.
23/02/2006,23/02/2006,13201,270.25,273.25,271.7,,271.5,20,405,110042.5,,AFTAB AUTOMOBILES LIMITED.
26/02/2006,26/02/2006,13201,269,275,271.4,,271,23,655,177645,,AFTAB AUTOMOBILES LIMITED.
27/02/2006,27/02/2006,13201,250,294,268.81,,266.75,40,1047,281562.75,,AFTAB AUTOMOBILES LIMITED.
28/02/2006,28/02/2006,13201,261,294,267.99,,266.25,32,1031,274972.75,,AFTAB AUTOMOBILES LIMITED.
01/03/2006,01/03/2006,13201,267.5,272,270.3,,270,15,195,52690,,AFTAB AUTOMOBILES LIMITED.
02/03/2006,02/03/2006,13201,267,269,268.33,,268,6,160,42880,,AFTAB AUTOMOBILES LIMITED.
05/03/2006,05/03/2006,13201,265,269,266.83,,266.25,36,721,192113,,AFTAB AUTOMOBILES LIMITED.
06/03/2006,06/03/2006,13201,266,270.25,267.13,,267,4,84,22434,,AFTAB AUTOMOBILES LIMITED.
07/03/2006,07/03/2006,13201,265,274.75,272.26,,273.25,38,592,161338.75,,AFTAB AUTOMOBILES LIMITED.
08/03/2006,08/03/2006,13201,275,290,281.87,,282,95,1590,447615,,AFTAB AUTOMOBILES LIMITED.
09/03/2006,09/03/2006,13201,281.5,309,284.83,,284.5,43,684,194351.5,,AFTAB AUTOMOBILES LIMITED.
12/03/2006,12/03/2006,13201,285,298.5,291.18,,295.75,99,1640,478652.5,,AFTAB AUTOMOBILES LIMITED.
14/03/2006,14/03/2006,13201,296.5,310,299.14,,297,93,1586,474801.25,,AFTAB AUTOMOBILES LIMITED.
15/03/2006,15/03/2006,13201,290.25,300,292.79,,291.5,38,680,199367.5,,AFTAB AUTOMOBILES LIMITED.
16/03/2006,16/03/2006,13201,290,295,291.48,,290.5,41,780,227241.25,,AFTAB AUTOMOBILES LIMITED.
19/03/2006,19/03/2006,13201,292.75,295,294.34,,294.5,59,915,269408.75,,AFTAB AUTOMOBILES LIMITED.
20/03/2006,20/03/2006,13201,290.25,295,292.03,,291.25,36,530,154773.75,,AFTAB AUTOMOBILES LIMITED.
21/03/2006,21/03/2006,13201,287,293,288.99,,288,40,620,179237.5,,AFTAB AUTOMOBILES LIMITED.
22/03/2006,22/03/2006,13201,270,288,284.52,,286,14,166,47480,,AFTAB AUTOMOBILES LIMITED.
23/03/2006,23/03/2006,13201,285.25,288,286.24,,286.25,25,525,150348.75,,AFTAB AUTOMOBILES LIMITED.
27/03/2006,27/03/2006,13201,284,288,285.23,,270.5,23,445,126880,,AFTAB AUTOMOBILES LIMITED.
28/03/2006,28/03/2006,13201,277,282,279.93,,278.25,49,820,229412.5,,AFTAB AUTOMOBILES LIMITED.
29/03/2006,29/03/2006,13201,275,280,277.28,,276.75,99,1860,515641.25,,AFTAB AUTOMOBILES LIMITED.
30/03/2006,30/03/2006,13201,278,283,280.95,,280.75,11,110,30900,,AFTAB AUTOMOBILES LIMITED.
02/04/2006,02/04/2006,13201,276,278.25,277.74,,277.75,28,565,156996.25,,AFTAB AUTOMOBILES LIMITED.
03/04/2006,03/04/2006,13201,274,276,275.09,,275,45,930,255912.5,,AFTAB AUTOMOBILES LIMITED.
04/04/2006,04/04/2006,13201,274,276,274.58,,269.5,28,485,133298.75,,AFTAB AUTOMOBILES LIMITED.
05/04/2006,05/04/2006,13201,268.75,275,270.56,,270.5,45,720,195030,,AFTAB AUTOMOBILES LIMITED.
06/04/2006,06/04/2006,13201,269.75,272,270.45,,270.5,20,430,116348.75,,AFTAB AUTOMOBILES LIMITED.
09/04/2006,09/04/2006,13201,259,270,266.32,,266.5,35,393,104889,,AFTAB AUTOMOBILES LIMITED.
10/04/2006,10/04/2006,13201,265.25,270,266.92,,266.75,25,750,200351.25,,AFTAB AUTOMOBILES LIMITED.
12/04/2006,12/04/2006,13201,260,270,269.59,,269.75,25,443,119577.5,,AFTAB AUTOMOBILES LIMITED.
13/04/2006,13/04/2006,13201,260,270,269.15,,269.75,12,106,28608.75,,AFTAB AUTOMOBILES LIMITED.
16/04/2006,16/04/2006,13201,260,262,260.49,,260.25,26,445,115942.5,,AFTAB AUTOMOBILES LIMITED.
17/04/2006,17/04/2006,13201,258,265,262.42,,264.5,42,1270,333030,,AFTAB AUTOMOBILES LIMITED.
18/04/2006,18/04/2006,13201,266,269.5,268.39,,268.75,25,620,166602.5,,AFTAB AUTOMOBILES LIMITED.
19/04/2006,19/04/2006,13201,266,270.25,268.76,,269.25,34,646,173640.25,,AFTAB AUTOMOBILES LIMITED.
24/04/2006,24/04/2006,13201,266,270.25,268.62,,267,39,755,202926.25,,AFTAB AUTOMOBILES LIMITED.
25/04/2006,25/04/2006,13201,268.25,271.75,269.63,,268.75,44,1520,409785,,AFTAB AUTOMOBILES LIMITED.
26/04/2006,26/04/2006,13201,270.25,273.75,272,,271.5,58,1280,348140,,AFTAB AUTOMOBILES LIMITED.
27/04/2006,27/04/2006,13201,260,272,269.38,,270.5,20,333,90055,,AFTAB AUTOMOBILES LIMITED.
30/04/2006,30/04/2006,13201,265,268,265.43,,265.25,34,800,212206.25,,AFTAB AUTOMOBILES LIMITED.
02/05/2006,02/05/2006,13201,260,269,268.21,,268.5,33,691,185518.75,,AFTAB AUTOMOBILES LIMITED.
03/05/2006,03/05/2006,13201,268,270.75,269.7,,269.75,25,480,129475,,AFTAB AUTOMOBILES LIMITED.
04/05/2006,04/05/2006,13201,269.25,271,270.36,,270.5,26,895,242087.5,,AFTAB AUTOMOBILES LIMITED.
07/05/2006,07/05/2006,13201,272,274,272.57,,272,34,867,236206,,AFTAB AUTOMOBILES LIMITED.
08/05/2006,08/05/2006,13201,272,274.75,272.82,,272.25,31,630,171801.25,,AFTAB AUTOMOBILES LIMITED.
09/05/2006,09/05/2006,13201,271,274.5,272.95,,273.25,31,665,181508.75,,AFTAB AUTOMOBILES LIMITED.
10/05/2006,10/05/2006,13201,270,275,271.53,,270.75,24,330,89551.25,,AFTAB AUTOMOBILES LIMITED.
14/05/2006,14/05/2006,13201,270.25,280,272.06,,271,27,736,199865,,AFTAB AUTOMOBILES LIMITED.
15/05/2006,15/05/2006,13201,268.25,280,269.88,,268.75,12,242,65107.5,,AFTAB AUTOMOBILES LIMITED.
16/05/2006,16/05/2006,13201,265.25,269,266.68,,266,30,610,162631.25,,AFTAB AUTOMOBILES LIMITED.
17/05/2006,17/05/2006,13201,265,268.75,266.65,,266,29,645,171840,,AFTAB AUTOMOBILES LIMITED.
18/05/2006,18/05/2006,13201,260,270,268.86,,269.5,11,127,34215,,AFTAB AUTOMOBILES LIMITED.
21/05/2006,21/05/2006,13201,263,266.5,265.88,,266.25,8,163,43399,,AFTAB AUTOMOBILES LIMITED.
22/05/2006,22/05/2006,13201,260.25,265.5,264.1,,264.25,37,470,124380,,AFTAB AUTOMOBILES LIMITED.
23/05/2006,23/05/2006,13201,263,270,264.44,,264.25,21,307,81142.5,,AFTAB AUTOMOBILES LIMITED.
24/05/2006,24/05/2006,13201,262,265.75,263.42,,262.25,35,590,155452.5,,AFTAB AUTOMOBILES LIMITED.
25/05/2006,25/05/2006,13201,262.75,275,264.46,,264.5,24,472,124886.25,,AFTAB AUTOMOBILES LIMITED.
28/05/2006,28/05/2006,13201,264,267,265.06,,265,39,725,192252.5,,AFTAB AUTOMOBILES LIMITED.
29/05/2006,29/05/2006,13201,265.25,269.25,268.4,,267.75,18,350,93715,,AFTAB AUTOMOBILES LIMITED.
30/05/2006,30/05/2006,13201,266,268,267.75,,267.5,15,495,132482.5,,AFTAB AUTOMOBILES LIMITED.
31/05/2006,31/05/2006,13201,267,271,269.11,,270,33,1165,313911.25,,AFTAB AUTOMOBILES LIMITED.
01/06/2006,01/06/2006,13201,266,267.75,266.45,,266.25,22,795,211896.25,,AFTAB AUTOMOBILES LIMITED.
04/06/2006,04/06/2006,13201,263,265,264.14,,263.75,27,895,236646.25,,AFTAB AUTOMOBILES LIMITED.
05/06/2006,05/06/2006,13201,260,265,261.22,,260.5,38,1030,269467.5,,AFTAB AUTOMOBILES LIMITED.
06/06/2006,06/06/2006,13201,253,266,262.74,,264.25,28,572,150477.25,,AFTAB AUTOMOBILES LIMITED.
07/06/2006,07/06/2006,13201,263,266.75,265.11,,264.25,11,245,64768.75,,AFTAB AUTOMOBILES LIMITED.
08/06/2006,08/06/2006,13201,264,266.5,265.1,,265,15,405,107350,,AFTAB AUTOMOBILES LIMITED.
11/06/2006,11/06/2006,13201,265,266,265.33,,265.25,3,110,29200,,AFTAB AUTOMOBILES LIMITED.
12/06/2006,12/06/2006,13201,262,270,264.08,,263,6,67,17645,,AFTAB AUTOMOBILES LIMITED.
15/06/2006,15/06/2006,13201,260.25,266.5,262.53,,262.75,38,1305,342930,,AFTAB AUTOMOBILES LIMITED.
18/06/2006,18/06/2006,13201,265,266.75,266.2,,266,22,555,147742.5,,AFTAB AUTOMOBILES LIMITED.
19/06/2006,19/06/2006,13201,265,267,266.36,,266.75,37,805,214670,,AFTAB AUTOMOBILES LIMITED.
20/06/2006,20/06/2006,13201,260,268.5,264.13,,263.75,42,1192,315452.5,,AFTAB AUTOMOBILES LIMITED.
21/06/2006,21/06/2006,13201,266.75,268.5,267.93,,268.25,37,975,261052.5,,AFTAB AUTOMOBILES LIMITED.
22/06/2006,22/06/2006,13201,268.5,271.75,269.84,,270.5,103,2625,708031.25,,AFTAB AUTOMOBILES LIMITED.
25/06/2006,25/06/2006,13201,269.5,282.5,276.35,,279.75,178,3695,1018373.75,,AFTAB AUTOMOBILES LIMITED.
26/06/2006,26/06/2006,13201,270,283.5,276.18,,273.75,57,1311,361218.75,,AFTAB AUTOMOBILES LIMITED.
27/06/2006,27/06/2006,13201,273.5,278,275.61,,274.25,39,790,217720,,AFTAB AUTOMOBILES LIMITED.
28/06/2006,28/06/2006,13201,269,278,271.41,,269.75,51,950,257767.5,,AFTAB AUTOMOBILES LIMITED.
29/06/2006,29/06/2006,13201,270,275.25,270.89,,270.25,76,2140,579176.25,,AFTAB AUTOMOBILES LIMITED.
02/07/2006,02/07/2006,13201,271.5,279.25,276.63,,278.25,40,875,241957.5,,AFTAB AUTOMOBILES LIMITED.
03/07/2006,03/07/2006,13201,278,289.75,282.97,,287,247,4450,1259135,,AFTAB AUTOMOBILES LIMITED.
05/07/2006,05/07/2006,13201,290,315,295.39,,294.75,132,2002,590296.25,,AFTAB AUTOMOBILES LIMITED.
06/07/2006,06/07/2006,13201,290,323,293.34,,290.75,56,1140,332004.75,,AFTAB AUTOMOBILES LIMITED.
09/07/2006,09/07/2006,13201,280,290,283.25,,280.25,57,1150,325018.75,,AFTAB AUTOMOBILES LIMITED.
10/07/2006,10/07/2006,13201,278,281,279.11,,278.25,42,870,242668.75,,AFTAB AUTOMOBILES LIMITED.
11/07/2006,11/07/2006,13201,280,283,280.84,,281,40,500,140396.25,,AFTAB AUTOMOBILES LIMITED.
12/07/2006,12/07/2006,13201,280,285,281.34,,281.25,24,410,115425,,AFTAB AUTOMOBILES LIMITED.
13/07/2006,13/07/2006,13201,280,283,280.24,,280.25,33,655,183582.5,,AFTAB AUTOMOBILES LIMITED.
16/07/2006,16/07/2006,13201,278,282,279.09,,279.25,27,385,107510,,AFTAB AUTOMOBILES LIMITED.
17/07/2006,17/07/2006,13201,278,282,279.41,,278.25,38,380,106236.25,,AFTAB AUTOMOBILES LIMITED.
18/07/2006,18/07/2006,13201,275,280,278.02,,278.25,13,168,46742.5,,AFTAB AUTOMOBILES LIMITED.
19/07/2006,19/07/2006,13201,275,280,277,,276.5,55,935,258916.25,,AFTAB AUTOMOBILES LIMITED.
20/07/2006,20/07/2006,13201,278,279,278.58,,278.5,19,305,84962.5,,AFTAB AUTOMOBILES LIMITED.
23/07/2006,23/07/2006,13201,277,278,277.62,,277.5,19,500,138837.5,,AFTAB AUTOMOBILES LIMITED.
24/07/2006,24/07/2006,13201,280,284,281.46,,281.25,52,1575,443963.75,,AFTAB AUTOMOBILES LIMITED.
25/07/2006,25/07/2006,13201,283,290,286.24,,285.75,77,1705,488133.75,,AFTAB AUTOMOBILES LIMITED.
26/07/2006,26/07/2006,13201,280,288,284.65,,283.5,37,671,190965,,AFTAB AUTOMOBILES LIMITED.
27/07/2006,27/07/2006,13201,280.5,284.5,282.87,,283,71,1470,415446.25,,AFTAB AUTOMOBILES LIMITED.
30/07/2006,30/07/2006,13201,283.5,287.75,285.77,,285,63,1525,435308.75,,AFTAB AUTOMOBILES LIMITED.
31/07/2006,31/07/2006,13201,283.5,289,285.72,,286.25,57,1120,319781.25,,AFTAB AUTOMOBILES LIMITED.
01/08/2006,01/08/2006,13201,289.5,317.5,302.11,,307.25,365,7791,2359643,,AFTAB AUTOMOBILES LIMITED.
02/08/2006,02/08/2006,13201,310,324.75,316.44,,315,348,10070,3192360,,AFTAB AUTOMOBILES LIMITED.
03/08/2006,03/08/2006,13201,292,325,317.75,,315.5,375,10806,3432888.25,,AFTAB AUTOMOBILES LIMITED.
06/08/2006,06/08/2006,13201,308,340,313.15,,312,422,15107,4738652.5,,AFTAB AUTOMOBILES LIMITED.
07/08/2006,07/08/2006,13201,290,314,304.98,,305.25,438,13861,4229890,,AFTAB AUTOMOBILES LIMITED.
08/08/2006,08/08/2006,13201,302,310,306.92,,308.25,141,4121,1266308.5,,AFTAB AUTOMOBILES LIMITED.
09/08/2006,09/08/2006,13201,308.25,317,313.19,,310.5,237,6555,2055572.5,,AFTAB AUTOMOBILES LIMITED.
10/08/2006,10/08/2006,13201,284,327,320.59,,322,601,21354,6845057,,AFTAB AUTOMOBILES LIMITED.
13/08/2006,13/08/2006,13201,319,330.25,323.29,,321.5,319,11279,3647607.25,,AFTAB AUTOMOBILES LIMITED.
14/08/2006,14/08/2006,13201,311,319,315.19,,314.25,295,8550,2694323.75,,AFTAB AUTOMOBILES LIMITED.
15/08/2006,15/08/2006,13201,307,315,310.64,,309.5,200,6520,2024691.25,,AFTAB AUTOMOBILES LIMITED.
17/08/2006,17/08/2006,13201,310,320,314.61,,312.25,159,5140,1617237.5,,AFTAB AUTOMOBILES LIMITED.
20/08/2006,20/08/2006,13201,308,315,310.57,,308.75,153,3855,1197252.5,,AFTAB AUTOMOBILES LIMITED.
21/08/2006,21/08/2006,13201,305,315,307.69,,305.75,218,5816,1788057.5,,AFTAB AUTOMOBILES LIMITED.
22/08/2006,22/08/2006,13201,299,309,301.46,,300,167,4020,1211028.75,,AFTAB AUTOMOBILES LIMITED.
23/08/2006,23/08/2006,13201,298,306,301.44,,299.5,168,4885,1473546.25,,AFTAB AUTOMOBILES LIMITED.
24/08/2006,24/08/2006,13201,295.75,315,298.42,,296.5,176,4356,1297606.25,,AFTAB AUTOMOBILES LIMITED.
27/08/2006,27/08/2006,13201,292.5,300,295.01,,293.5,130,3275,966345,,AFTAB AUTOMOBILES LIMITED.
28/08/2006,28/08/2006,13201,293,305,297.83,,294.75,103,2118,630090,,AFTAB AUTOMOBILES LIMITED.
29/08/2006,29/08/2006,13201,300,305,303.34,,304,177,4895,1485713.75,,AFTAB AUTOMOBILES LIMITED.
31/08/2006,31/08/2006,13201,302.25,310,305.85,,304,157,3240,992258.75,,AFTAB AUTOMOBILES LIMITED.
03/09/2006,03/09/2006,13201,299,307,302.55,,301.5,110,2858,864573.25,,AFTAB AUTOMOBILES LIMITED.
04/09/2006,04/09/2006,13201,295,303,300.12,,299.5,115,2209,663410,,AFTAB AUTOMOBILES LIMITED.
05/09/2006,05/09/2006,13201,295.75,301,298.42,,296.75,111,2560,765187.5,,AFTAB AUTOMOBILES LIMITED.
06/09/2006,06/09/2006,13201,298,301.5,300.11,,300.5,72,2340,702370,,AFTAB AUTOMOBILES LIMITED.
07/09/2006,07/09/2006,13201,295,305,298,,295.5,100,2540,756597.5,,AFTAB AUTOMOBILES LIMITED.
11/09/2006,11/09/2006,13201,285,298.25,295.31,,295.25,54,1349,398407.5,,AFTAB AUTOMOBILES LIMITED.
12/09/2006,12/09/2006,13201,290.25,296,292.73,,292,117,3000,878650,,AFTAB AUTOMOBILES LIMITED.
13/09/2006,13/09/2006,13201,290.5,295,291.68,,291.25,120,2820,822847.5,,AFTAB AUTOMOBILES LIMITED.
14/09/2006,14/09/2006,13201,290,295,292.93,,292.25,117,2770,810902.5,,AFTAB AUTOMOBILES LIMITED.
17/09/2006,17/09/2006,13201,291.5,294,292.55,,292.25,62,1555,454988.75,,AFTAB AUTOMOBILES LIMITED.
18/09/2006,18/09/2006,13201,290,292.5,290.99,,290.25,48,980,285026.25,,AFTAB AUTOMOBILES LIMITED.
19/09/2006,19/09/2006,13201,290,293,290.72,,290,59,1185,344447.5,,AFTAB AUTOMOBILES LIMITED.
20/09/2006,20/09/2006,13201,290,293.5,291.57,,291.25,74,1450,423167.5,,AFTAB AUTOMOBILES LIMITED.
24/09/2006,24/09/2006,13201,289,295,290.32,,289.25,56,960,278542.5,,AFTAB AUTOMOBILES LIMITED.
25/09/2006,25/09/2006,13201,286.5,292,287.88,,287.75,60,1610,464092.5,,AFTAB AUTOMOBILES LIMITED.
26/09/2006,26/09/2006,13201,285,292,286.29,,285.25,32,520,148807.5,,AFTAB AUTOMOBILES LIMITED.
27/09/2006,27/09/2006,13201,286,289,287.41,,287.5,65,1725,495997.5,,AFTAB AUTOMOBILES LIMITED.
28/09/2006,28/09/2006,13201,285.5,288,286.19,,285.75,38,745,213162.5,,AFTAB AUTOMOBILES LIMITED.
01/10/2006,01/10/2006,13201,285.25,289,286.51,,286.25,36,645,184880,,AFTAB AUTOMOBILES LIMITED.
03/10/2006,03/10/2006,13201,282,286,283.76,,283,83,2035,577341.25,,AFTAB AUTOMOBILES LIMITED.
04/10/2006,04/10/2006,13201,280.75,284.75,282.61,,282.5,71,1350,381707.5,,AFTAB AUTOMOBILES LIMITED.
05/10/2006,05/10/2006,13201,261,285,283.74,,283.5,57,1256,356746,,AFTAB AUTOMOBILES LIMITED.
08/10/2006,08/10/2006,13201,281,285,282.44,,281.75,38,710,200506.25,,AFTAB AUTOMOBILES LIMITED.
09/10/2006,09/10/2006,13201,277,283,280.14,,280.25,70,1800,504718.75,,AFTAB AUTOMOBILES LIMITED.
10/10/2006,10/10/2006,13201,280,290,285.5,,286,100,1935,552333.75,,AFTAB AUTOMOBILES LIMITED.
11/10/2006,11/10/2006,13201,288,296,293.96,,291.75,178,3020,886045,,AFTAB AUTOMOBILES LIMITED.
12/10/2006,12/10/2006,13201,287.25,295,291.38,,288.75,88,1515,441097.5,,AFTAB AUTOMOBILES LIMITED.
15/10/2006,15/10/2006,13201,284,288,285.36,,284.75,31,480,137101.25,,AFTAB AUTOMOBILES LIMITED.
16/10/2006,16/10/2006,13201,283,288,285.88,,285.25,78,2020,578091.25,,AFTAB AUTOMOBILES LIMITED.
17/10/2006,17/10/2006,13201,285,290,287.2,,286.25,27,585,167948.75,,AFTAB AUTOMOBILES LIMITED.
18/10/2006,18/10/2006,13201,285.25,291,288.71,,289.75,57,1220,351843.75,,AFTAB AUTOMOBILES LIMITED.
19/10/2006,19/10/2006,13201,285,310,289.77,,289.75,53,801,231727.5,,AFTAB AUTOMOBILES LIMITED.
22/10/2006,22/10/2006,13201,287,289.75,288.84,,288.75,17,260,75123.75,,AFTAB AUTOMOBILES LIMITED.
31/10/2006,31/10/2006,13201,287,290,287.68,,287.25,27,530,152477.5,,AFTAB AUTOMOBILES LIMITED.
01/11/2006,01/11/2006,13201,280.75,288,283.44,,281.25,51,1215,345908.75,,AFTAB AUTOMOBILES LIMITED.
02/11/2006,02/11/2006,13201,280,283,280.62,,280.25,47,850,238336.25,,AFTAB AUTOMOBILES LIMITED.
05/11/2006,05/11/2006,13201,277,279.25,277.75,,277,67,1535,426172.5,,AFTAB AUTOMOBILES LIMITED.
06/11/2006,06/11/2006,13201,270.25,279.75,274.37,,272.75,61,1145,314322.5,,AFTAB AUTOMOBILES LIMITED.
08/11/2006,08/11/2006,13201,260.25,272.75,263.98,,262.75,84,1410,371312.5,,AFTAB AUTOMOBILES LIMITED.
09/11/2006,09/11/2006,13201,261,273,269.16,,270.5,76,1100,295907.5,,AFTAB AUTOMOBILES LIMITED.
14/11/2006,14/11/2006,13201,272,298,287.31,,290.5,174,3508,1006960.25,,AFTAB AUTOMOBILES LIMITED.
15/11/2006,15/11/2006,13201,285,291,288.15,,288.75,201,3433,989025,,AFTAB AUTOMOBILES LIMITED.
